Index;Date;Temperature;Activity;X-axis;Y-axis;Z-axis;Marker
0;4/8/2018 10:34;;;;;; FLASH 
60;4/8/2018 10:35;33.33;539;-0.519346;-0.453243;0.618223;
120;4/8/2018 10:36;33.66;860;-0.0998543;-0.645824;-0.888737;
180;4/8/2018 10:37;33.02;217;-0.286295;0.894819;0.185531;
240;4/8/2018 10:38;32.6;12;-0.363979;0.865191;0.349656;
300;4/8/2018 10:39;32.36;1;-0.317369;0.909633;0.304894;
360;4/8/2018 10:40;32.33;1;-0.379515;0.894819;0.0512476;
420;4/8/2018 10:41;32.38;9;-0.115391;1.01333;0.0960088;
480;4/8/2018 10:42;32.56;471;-0.239685;0.48003;-0.21732;
540;4/8/2018 10:43;32.91;1387;-0.317369;1.79846;-0.0979564;
600;4/8/2018 10:44;33.04;773;-0.426126;0.924446;-0.24716;
660;4/8/2018 10:45;32.98;282;-0.348442;1.02814;0.0363272;
720;4/8/2018 10:46;32.9;102;-0.270758;0.954074;0.0214068;
780;4/8/2018 10:47;32.88;442;-0.581493;0.613355;0.230292;
840;4/8/2018 10:48;32.87;542;-0.177538;0.74668;-0.202399;
900;4/8/2018 10:49;32.88;188;-0.519346;0.865191;0.00648642;
960;4/8/2018 10:50;32.84;231;-0.317369;1.02814;0.0214068;
1020;4/8/2018 10:51;32.88;317;-0.146464;0.880005;-0.456046;
1080;4/8/2018 10:52;32.93;330;-0.162001;0.968888;-0.202399;
1140;4/8/2018 10:53;32.96;359;-0.224148;1.04296;-0.112877;
1200;4/8/2018 10:54;33;365;-0.193075;0.93926;-0.366524;
1260;4/8/2018 10:55;32.98;202;-0.301832;0.93926;-0.202399;
1320;4/8/2018 10:56;33.01;199;-0.177538;0.954074;0.12585;
1380;4/8/2018 10:57;32.97;297;-0.519346;0.805936;-0.530648;
1440;4/8/2018 10:58;33.01;304;-0.177538;1.01333;0.066168;
1500;4/8/2018 10:59;33.02;479;-0.550419;0.731866;0.15569;
